Neighborhood,Building.Classification,Total.Units,Year.Built,Gross.SqFt,Estimated.Gross.Income,Gross.Income.per.SqFt,Estimated.Expense,Expense.per.SqFt,Net.Operating.Income,Full.Market.Value,Market.Value.per.SqFt,Boro
WILLIAMSBURG-EAST,R4-CONDOMINIUM,14,2008,13263,326800,24.64,135415,10.21,191385,1391000,104.88,Brooklyn
WILLIAMSBURG-EAST,R2-CONDOMINIUM,8,1920,9500,167960,17.68,92378,9.72,75582,545001,57.37,Brooklyn
WILLIAMSBURG-EAST,R2-CONDOMINIUM,7,NA,9500,167960,17.68,92378,9.72,75582,545000,57.37,Brooklyn
WILLIAMSBURG-EAST,R4-CONDOMINIUM,30,1900,34727,687942,19.81,394846,11.37,293096,2922990,84.17,Brooklyn
BUSHWICK,R2-CONDOMINIUM,16,2006,14500,239395,16.51,100546,6.93,138849,1005006,69.31,Brooklyn
BUSHWICK,R4-CONDOMINIUM,15,2009,15091,286416,18.98,120124,7.96,166292,1251999,82.96,Brooklyn
WYCKOFF HEIGHTS,R4-CONDOMINIUM,29,NA,34292,514037,14.99,218440,6.37,295597,1978000,57.68,Brooklyn
WYCKOFF HEIGHTS,R4-CONDOMINIUM,15,NA,12951,207086,15.99,81980,6.33,125106,779000,60.15,Brooklyn
WYCKOFF HEIGHTS,R9-CONDOMINIUM,23,2009,20850,362790,17.4,61091,2.93,301699,1793000,86,Brooklyn
WYCKOFF HEIGHTS,RR-CONDOMINIUM,52,2008,63240,710185,11.23,294066,4.65,416119,2681000,42.39,Brooklyn
WYCKOFF HEIGHTS,R2-CONDOMINIUM,16,2006,19620,311173,15.86,149897,7.64,161276,2479959,126.4,Brooklyn
EAST NEW YORK,R2-CONDOMINIUM,12,1991,15000,200700,13.38,102750,6.85,97950,650004,43.33,Brooklyn
EAST NEW YORK,R2-CONDOMINIUM,15,1991,3750,50175,13.38,25575,6.82,24600,162999,43.47,Brooklyn
EAST NEW YORK,R9-CONDOMINIUM,103,2007,103106,1760019,17.07,703183,6.82,1056836,6744000,65.41,Brooklyn
EAST NEW YORK,R2-CONDOMINIUM,56,1990,52920,414500,7.83,256662,4.85,157838,1046990,19.78,Brooklyn
EAST NEW YORK,R4-CONDOMINIUM,552,1990,445921,4182447,9.38,2323248,5.21,1859199,11848942,26.57,Brooklyn
EAST NEW YORK,R4-CONDOMINIUM,542,1990,425720,3908110,9.18,2235030,5.25,1673080,9955968,23.39,Brooklyn
FLATBUSH-NORTH,R4-CONDOMINIUM,31,2007,27508,514950,18.72,179352,6.52,335598,2231001,81.1,Brooklyn
FLATBUSH-NORTH,R2-CONDOMINIUM,16,2004,24834,277878,11.19,150246,6.05,127632,848000,34.15,Brooklyn
FLATBUSH-EAST,R2-CONDOMINIUM,58,NA,68514,800929,11.69,359699,5.25,441230,2823001,41.2,Brooklyn
FLATBUSH-CENTRAL,R4-CONDOMINIUM,55,1930,55638,653201,11.74,331046,5.95,322155,2209998,39.72,Brooklyn
FLATBUSH-CENTRAL,R9-CONDOMINIUM,31,1929,32396,499546,15.42,250421,7.73,249125,1709000,52.75,Brooklyn
FLATBUSH-CENTRAL,R4-CONDOMINIUM,23,2007,30000,690000,23,241500,8.05,448500,3275999,109.2,Brooklyn
FLATBUSH-CENTRAL,R4-CONDOMINIUM,15,NA,14055,284473,20.24,113789,8.1,170684,1225000,87.16,Brooklyn
FLATBUSH-CENTRAL,R2-CONDOMINIUM,20,2006,29125,492795,16.92,221758,7.61,271037,1957001,67.19,Brooklyn
FLATBUSH-CENTRAL,R4-CONDOMINIUM,12,2007,13252,245029,18.49,96077,7.25,148952,1076002,81.2,Brooklyn
FLATBUSH-CENTRAL,R4-CONDOMINIUM,48,1912,63000,854280,13.56,433440,6.88,420840,2785004,44.21,Brooklyn
WINDSOR TERRACE,R4-CONDOMINIUM,15,NA,11425,315330,27.6,147040,12.87,168290,1213001,106.17,Brooklyn
WINDSOR TERRACE,R2-CONDOMINIUM,6,2005,4800,81888,17.06,36000,7.5,45888,343002,71.46,Brooklyn
WINDSOR TERRACE,R4-CONDOMINIUM,9,2007,12196,208064,17.06,91470,7.5,116594,745999,61.17,Brooklyn
WINDSOR TERRACE,R4-CONDOMINIUM,35,1990,29983,541493,18.06,277343,9.25,264150,1902000,63.44,Brooklyn
KENSINGTON,R4-CONDOMINIUM,59,2006,75797,1077833,14.22,485025,6.4,592808,4260010,56.2,Brooklyn
KENSINGTON,R4-CONDOMINIUM,26,2002,29800,415710,13.95,187144,6.28,228566,1715000,57.55,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,22,1983,33224,599029,18.03,368786,11.1,230243,1658998,49.93,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,22,1983,33224,457162,13.76,224594,6.76,232568,1535006,46.2,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,12,1982,18993,294012,15.48,123455,6.5,170557,1169002,61.55,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,22,NA,17751,233071,13.13,93193,5.25,139878,931000,52.45,Brooklyn
OCEAN PARKWAY-NORTH,R2-CONDOMINIUM,3,1930,1859,26045,14.01,14314,7.7,11731,86000,46.26,Brooklyn
OCEAN PARKWAY-NORTH,R2-CONDOMINIUM,8,2005,8340,154207,18.49,53972,6.47,100235,734002,88.01,Brooklyn
OCEAN PARKWAY-NORTH,R4-CONDOMINIUM,44,2008,43528,936723,21.52,386093,8.87,550630,4076003,93.64,Brooklyn
OCEAN PARKWAY-NORTH,R4-CONDOMINIUM,15,NA,14630,226765,15.5,119673,8.18,107092,731000,49.97,Brooklyn
OCEAN PARKWAY-NORTH,R4-CONDOMINIUM,15,2004,16424,303680,18.49,86226,5.25,217454,1609998,98.03,Brooklyn
OCEAN PARKWAY-NORTH,R4-CONDOMINIUM,12,2006,11495,247372,21.52,108743,9.46,138629,1016000,88.39,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,26,1927,28960,495216,17.1,244133,8.43,251083,1605997,55.46,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,26,1923,25229,408205,16.18,163232,6.47,244973,1667997,66.11,Brooklyn
BOROUGH PARK,R4-CONDOMINIUM,32,1926,70664,1044414,14.78,561072,7.94,483342,2892526,40.93,Brooklyn
BOROUGH PARK,R4-CONDOMINIUM,28,1927,49800,736044,14.78,383460,7.7,352584,2041605,41,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,48,1927,105996,1127797,10.64,563899,5.32,563898,3500993,33.03,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,24,1926,52998,784370,14.8,404905,7.64,379465,2616998,49.38,Brooklyn
BOROUGH PARK,R4-CONDOMINIUM,28,NA,60000,956400,15.94,501600,8.36,454800,3104000,51.73,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,24,2001,52632,806322,15.32,384740,7.31,421582,3048997,57.93,Brooklyn
BOROUGH PARK,R4-CONDOMINIUM,14,2006,15300,359550,23.5,152541,9.97,207009,1509998,98.69,Brooklyn
BOROUGH PARK,R4-CONDOMINIUM,50,2005,52818,988225,18.71,457404,8.66,530821,3814998,72.23,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,3,1997,6915,116794,16.89,60161,8.7,56633,409999,59.29,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,3,1998,7098,119885,16.89,61753,8.7,58132,421000,59.31,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,3,1998,5981,101019,16.89,52035,8.7,48984,337700,56.46,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,3,1996,5500,92895,16.89,47850,8.7,45045,326001,59.27,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,3,2003,6400,116032,18.13,55424,8.66,60608,436000,68.13,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,3,2003,6740,122196,18.13,58368,8.66,63828,460000,68.25,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,12,2007,18632,295876,15.88,144025,7.73,151851,1037000,55.66,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,26,1923,25868,319211,12.34,184439,7.13,134772,797998,30.85,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,3,1999,4446,77538,17.44,38903,8.75,38635,278999,62.75,Brooklyn
BOROUGH PARK,R4-CONDOMINIUM,24,2002,46000,823400,17.9,395232,8.59,428168,3086000,67.09,Brooklyn
BOROUGH PARK,R4-CONDOMINIUM,16,1929,20044,319501,15.94,153136,7.64,166365,1135002,56.63,Brooklyn
BOROUGH PARK,R4-CONDOMINIUM,14,2004,15100,292185,19.35,126085,8.35,166100,1191000,78.87,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,8,2007,9527,133473,14.01,60063,6.3,73410,331001,34.74,Brooklyn
BOROUGH PARK,R4-CONDOMINIUM,14,1983,17040,225610,13.24,115531,6.78,110079,806996,47.36,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,12,2006,9628,195737,20.33,78276,8.13,117461,858000,89.12,Brooklyn
BOROUGH PARK,R4-CONDOMINIUM,10,2005,8466,148155,17.5,59262,7,88893,615001,72.64,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,12,NA,29346,465428,15.86,213052,7.26,252376,1567998,53.43,Brooklyn
BOROUGH PARK,R4-CONDOMINIUM,25,2007,24422,359003,14.7,187073,7.66,171930,3567533,146.08,Brooklyn
SUNSET PARK,R4-CONDOMINIUM,76,1990,64313,1310699,20.38,589750,9.17,720949,5146001,80.01,Brooklyn
BAY RIDGE,R4-CONDOMINIUM,16,2002,30510,556197,18.23,222418,7.29,333779,2286001,74.93,Brooklyn
BAY RIDGE,R4-CONDOMINIUM,10,2005,18745,291672,15.56,119593,6.38,172079,1180002,62.95,Brooklyn
BAY RIDGE,R2-CONDOMINIUM,11,1988,8088,157959,19.53,65755,8.13,92204,661002,81.73,Brooklyn
BAY RIDGE,R2-CONDOMINIUM,9,1985,5446,76298,14.01,36623,6.72,39675,260999,47.92,Brooklyn
BAY RIDGE,R4-CONDOMINIUM,24,2004,30793,601387,19.53,250347,8.13,351040,2516001,81.71,Brooklyn
BAY RIDGE,R2-CONDOMINIUM,15,1983,10971,153704,14.01,73778,6.72,79926,526001,47.94,Brooklyn
BAY RIDGE,R4-CONDOMINIUM,52,1987,47420,769627,16.23,369421,7.79,400206,2662000,56.14,Brooklyn
BAY RIDGE,R4-CONDOMINIUM,18,2008,20790,406029,19.53,142110,6.84,263919,1890997,90.96,Brooklyn
BENSONHURST,R2-CONDOMINIUM,5,2006,4312,82920,19.23,31133,7.22,51787,372998,86.5,Brooklyn
BENSONHURST,R4-CONDOMINIUM,21,2005,28750,531588,18.49,186056,6.47,345532,2485000,86.43,Brooklyn
BENSONHURST,R2-CONDOMINIUM,28,1920,28800,368640,12.8,176947,6.14,191693,1243001,43.16,Brooklyn
BENSONHURST,R4-CONDOMINIUM,65,1939,64800,725760,11.2,348365,5.38,377395,2431991,37.53,Brooklyn
BENSONHURST,R4-CONDOMINIUM,19,2003,35700,654024,18.32,313932,8.79,340092,2447006,68.54,Brooklyn
BENSONHURST,R2-CONDOMINIUM,23,2002,12559,238747,19.01,86908,6.92,151839,1090001,86.79,Brooklyn
BENSONHURST,R2-CONDOMINIUM,8,1997,8991,193486,21.52,79329,8.82,114157,835998,92.98,Brooklyn
DYKER HEIGHTS,R2-CONDOMINIUM,12,1987,9626,164027,17.04,73831,7.67,90196,657998,68.36,Brooklyn
BATH BEACH,R2-CONDOMINIUM,6,2006,10500,242865,23.13,92289,8.79,150576,1080999,102.95,Brooklyn
GRAVESEND,R2-CONDOMINIUM,20,1989,20200,460560,22.8,207252,10.26,253308,1853000,91.73,Brooklyn
BATH BEACH,R4-CONDOMINIUM,8,2006,7760,133550,17.21,53420,6.88,80130,579000,74.61,Brooklyn
BATH BEACH,R4-CONDOMINIUM,16,1985,14462,284901,19.7,140571,9.72,144330,1054000,72.88,Brooklyn
BATH BEACH,R9-CONDOMINIUM,28,1922,18964,223965,11.81,125420,6.61,98545,658900,34.74,Brooklyn
BATH BEACH,R4-CONDOMINIUM,32,2007,36913,588024,15.93,237351,6.43,350673,2523007,68.35,Brooklyn
BATH BEACH,R2-CONDOMINIUM,12,2001,15224,278904,18.32,133874,8.79,145030,1042998,68.51,Brooklyn
OCEAN PARKWAY-NORTH,R4-CONDOMINIUM,35,2006,52645,973406,18.49,300077,5.7,673329,4842001,91.97,Brooklyn
OCEAN PARKWAY-NORTH,R4-CONDOMINIUM,13,2007,25685,603598,23.5,247475,9.64,356123,2597001,101.11,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,6,1999,11269,190897,16.94,85904,7.62,104993,768000,68.15,Brooklyn
BOROUGH PARK,R4-CONDOMINIUM,8,2009,8485,142209,16.76,63995,7.54,78214,565998,66.71,Brooklyn
BOROUGH PARK,R2-CONDOMINIUM,12,2006,11427,207514,18.16,82960,7.26,124554,895998,78.41,Brooklyn
BOROUGH PARK,R4-CONDOMINIUM,14,2006,10670,200383,18.78,80153,7.51,120230,882004,82.66,Brooklyn
BOROUGH PARK,R4-CONDOMINIUM,22,NA,29596,410792,13.88,172533,5.83,238259,1570003,53.05,Brooklyn
BOROUGH PARK,R4-CONDOMINIUM,13,NA,16153,226304,14.01,106363,6.58,119941,789002,48.85,Brooklyn
GRAVESEND,R4-CONDOMINIUM,10,2005,14986,274544,18.32,112563,7.51,161981,1165999,77.81,Brooklyn
GRAVESEND,R4-CONDOMINIUM,8,2005,9417,151425,16.08,60570,6.43,90855,654002,69.45,Brooklyn
GRAVESEND,R4-CONDOMINIUM,23,2003,13257,242868,18.32,99560,7.51,143308,1030999,77.77,Brooklyn
GRAVESEND,R4-CONDOMINIUM,11,2005,25487,408047,16.01,163219,6.4,244828,1761001,69.09,Brooklyn
OCEAN PARKWAY-NORTH,R2-CONDOMINIUM,16,1926,11800,165318,14.01,79353,6.72,85965,566004,47.97,Brooklyn
GRAVESEND,R4-CONDOMINIUM,9,2005,11042,177555,16.08,71022,6.43,106533,767000,69.46,Brooklyn
GRAVESEND,R4-CONDOMINIUM,19,2005,23777,464365,19.53,209000,8.79,255365,1829998,76.97,Brooklyn
GRAVESEND,R4-CONDOMINIUM,24,2006,22602,363440,16.08,145376,6.43,218064,1563002,69.15,Brooklyn
OCEAN PARKWAY-NORTH,R4-CONDOMINIUM,64,1941,60600,791436,13.06,373902,6.17,417534,2012990,33.22,Brooklyn
GRAVESEND,R4-CONDOMINIUM,21,2004,18571,362692,19.53,163239,8.79,199453,1429000,76.95,Brooklyn
GRAVESEND,R4-CONDOMINIUM,14,2005,19216,352037,18.32,144335,7.51,207702,1493996,77.75,Brooklyn
GRAVESEND,R2-CONDOMINIUM,10,2004,15519,248770,16.03,112668,7.26,136102,977000,62.96,Brooklyn
GRAVESEND,R4-CONDOMINIUM,24,2008,29330,527940,18,158382,5.4,369558,2716000,92.6,Brooklyn
GRAVESEND,R4-CONDOMINIUM,14,2002,11525,222548,19.31,88973,7.72,133575,979002,84.95,Brooklyn
GRAVESEND,R4-CONDOMINIUM,28,2003,54201,1058546,19.53,476427,8.79,582119,4172000,76.97,Brooklyn
GRAVESEND,R4-CONDOMINIUM,31,2005,36431,711497,19.53,320228,8.79,391269,2803988,76.97,Brooklyn
MIDWOOD,R2-CONDOMINIUM,18,NA,27990,400257,14.3,192057,6.86,208200,1474002,52.66,Brooklyn
MIDWOOD,R2-CONDOMINIUM,44,1922,44400,645132,14.53,242868,5.47,402264,2883004,64.93,Brooklyn
MIDWOOD,R4-CONDOMINIUM,13,2008,21927,515285,23.5,211267,9.64,304018,2217001,101.11,Brooklyn
MIDWOOD,R4-CONDOMINIUM,8,2005,7160,168260,23.5,68987,9.64,99273,726000,101.4,Brooklyn
MIDWOOD,R4-CONDOMINIUM,6,NA,7054,151802,21.52,62239,8.82,89563,658000,93.28,Brooklyn
MIDWOOD,R2-CONDOMINIUM,12,2005,16000,230080,14.38,103536,6.47,126544,875998,54.75,Brooklyn
MIDWOOD,R4-CONDOMINIUM,8,2006,10480,204674,19.53,85202,8.13,119472,858000,81.87,Brooklyn
MIDWOOD,R4-CONDOMINIUM,8,2005,14497,283126,19.53,117861,8.13,165265,1209002,83.4,Brooklyn
MIDWOOD,R4-CONDOMINIUM,10,2004,14433,249547,17.29,112289,7.78,137258,991000,68.66,Brooklyn
MIDWOOD,R4-CONDOMINIUM,8,2005,10530,243559,23.13,86451,8.21,157108,1179999,112.06,Brooklyn
MIDWOOD,R4-CONDOMINIUM,13,2003,20340,351679,17.29,158449,7.79,193230,1395000,68.58,Brooklyn
MIDWOOD,R4-CONDOMINIUM,18,2006,29998,460769,15.36,191987,6.4,268782,1941002,64.7,Brooklyn
MADISON,R4-CONDOMINIUM,20,2005,15582,276269,17.73,96608,6.2,179661,1295999,83.17,Brooklyn
MADISON,R4-CONDOMINIUM,8,2005,15379,308810,20.08,115958,7.54,192852,1377000,89.54,Brooklyn
MADISON,R4-CONDOMINIUM,6,1988,5544,65475,11.81,33763,6.09,31712,219002,39.5,Brooklyn
MADISON,R2-CONDOMINIUM,7,2003,6896,103923,15.07,31239,4.53,72684,497001,72.07,Brooklyn
MADISON,R4-CONDOMINIUM,12,2003,14780,165536,11.2,95627,6.47,69909,441999,29.91,Brooklyn
MADISON,R2-CONDOMINIUM,7,2005,7104,135473,19.07,48307,6.8,87166,625999,88.12,Brooklyn
MADISON,R4-CONDOMINIUM,16,2007,24696,432180,17.5,189912,7.69,242268,1735998,70.29,Brooklyn
MADISON,R4-CONDOMINIUM,11,2006,17080,298900,17.5,140739,8.24,158161,1138002,66.63,Brooklyn
MADISON,R4-CONDOMINIUM,8,2006,9600,217056,22.61,88320,9.2,128736,946000,98.54,Brooklyn
MADISON,R2-CONDOMINIUM,12,2004,19600,295372,15.07,164640,8.4,130732,893002,45.56,Brooklyn
MADISON,R4-CONDOMINIUM,7,2005,9500,175655,18.49,54150,5.7,121505,875000,92.11,Brooklyn
GRAVESEND,R2-CONDOMINIUM,6,2007,8123,156855,19.31,51987,6.4,104868,776000,95.53,Brooklyn
GRAVESEND,R2-CONDOMINIUM,6,2004,10534,192983,18.32,107763,10.23,85220,610999,58,Brooklyn
GRAVESEND,R4-CONDOMINIUM,110,1965,109200,1449084,13.27,757848,6.94,691236,4617990,42.29,Brooklyn
CONEY ISLAND,R4-CONDOMINIUM,10,2007,15476,233223,15.07,126284,8.16,106939,750204,48.48,Brooklyn
GRAVESEND,R2-CONDOMINIUM,12,2007,9750,184275,18.9,64838,6.65,119437,883998,90.67,Brooklyn
OCEAN PARKWAY-SOUTH,R4-CONDOMINIUM,20,2006,26264,483520,18.41,209324,7.97,274196,1972004,75.08,Brooklyn
BRIGHTON BEACH,R9-CONDOMINIUM,101,1989,87134,975901,11.2,494921,5.68,480980,2750000,31.56,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,12,2001,18063,332540,18.41,163651,9.06,168889,1214999,67.26,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,34,2006,37636,850950,22.61,302087,8.03,548863,4093002,108.75,Brooklyn
CONEY ISLAND,R4-CONDOMINIUM,166,1989,172044,2769908,16.1,1082157,6.29,1687751,11615997,67.52,Brooklyn
CONEY ISLAND,R4-CONDOMINIUM,371,1964,842968,9432812,11.19,6094659,7.23,3338153,21948992,26.04,Brooklyn
CONEY ISLAND,R4-CONDOMINIUM,35,2007,41128,733312,17.83,293325,7.13,439987,3216001,78.19,Brooklyn
MADISON,R2-CONDOMINIUM,8,2001,11504,217771,18.93,102040,8.87,115731,833999,72.5,Brooklyn
MADISON,R4-CONDOMINIUM,10,2004,9906,168996,17.06,69639,7.03,99357,716000,72.28,Brooklyn
MADISON,R4-CONDOMINIUM,21,2006,25009,437658,17.5,113041,4.52,324617,2342999,93.69,Brooklyn
MADISON,R4-CONDOMINIUM,21,NA,23679,414383,17.5,107029,4.52,307354,2258001,95.36,Brooklyn
MADISON,R4-CONDOMINIUM,12,NA,17388,293162,16.86,131801,7.58,161361,1168002,67.17,Brooklyn
MADISON,R4-CONDOMINIUM,22,2006,28967,481142,16.61,216514,7.47,264628,1685998,58.2,Brooklyn
MADISON,R4-CONDOMINIUM,25,2005,43876,518176,11.81,267205,6.09,250971,1618001,36.88,Brooklyn
MADISON,R4-CONDOMINIUM,7,2005,12883,228416,17.73,91340,7.09,137076,988003,76.69,Brooklyn
MADISON,R4-CONDOMINIUM,7,2005,10752,190633,17.73,76232,7.09,114401,820000,76.26,Brooklyn
MADISON,R4-CONDOMINIUM,15,2005,17109,299408,17.5,80583,4.71,218825,1574004,92,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,8,2007,11778,182206,15.47,91162,7.74,91044,684000,58.07,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,27,2007,65764,1223210,18.6,627389,9.54,595821,4287002,65.19,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,14,2005,21306,341748,16.04,141046,6.62,200702,1442001,67.68,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,20,2004,19032,346192,18.19,186133,9.78,160059,1152000,60.53,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,72,1957,62370,1130768,18.13,452183,7.25,678585,4885996,78.34,Brooklyn
SHEEPSHEAD BAY,R9-CONDOMINIUM,62,1961,60072,905285,15.07,490188,8.16,415097,2855000,47.53,Brooklyn
SHEEPSHEAD BAY,R2-CONDOMINIUM,12,1988,14100,258312,18.32,144243,10.23,114069,821000,58.23,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,9,2004,8745,161695,18.49,49847,5.7,111848,806004,92.17,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,16,2005,13078,243643,18.63,76376,5.84,167267,1750997,133.89,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,4,1957,3588,67275,18.75,31395,8.75,35880,257000,71.63,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,88,1957,75324,1184847,15.73,597319,7.93,587528,4226987,56.12,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,8,2004,7495,139632,18.63,66855,8.92,72777,500000,66.71,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,29,2006,32236,610227,18.93,295926,9.18,314301,2350002,72.9,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,12,2006,25861,598165,23.13,244645,9.46,353520,2566004,99.22,Brooklyn
MIDWOOD,R4-CONDOMINIUM,15,2005,24167,446123,18.46,200586,8.3,245537,1766000,73.07,Brooklyn
CANARSIE,R2-CONDOMINIUM,18,1900,24544,441792,18,198806,8.1,242986,1750998,71.34,Brooklyn
CANARSIE,R2-CONDOMINIUM,12,1985,11402,159742,14.01,76676,6.72,83066,528002,46.31,Brooklyn
CANARSIE,R2-CONDOMINIUM,18,NA,28308,489445,17.29,200672,7.09,288773,2085006,73.65,Brooklyn
CANARSIE,R4-CONDOMINIUM,36,1900,24880,324186,13.03,175653,7.06,148533,965006,38.79,Brooklyn
CANARSIE,R2-CONDOMINIUM,12,1900,15795,196648,12.45,95876,6.07,100772,472001,29.88,Brooklyn
BERGEN BEACH,R4-CONDOMINIUM,208,2005,247998,4220926,17.02,1688370,6.81,2532556,18171019,73.27,Brooklyn
MILL BASIN,R9-CONDOMINIUM,20,NA,17219,432541,25.12,151389,8.79,281152,2041000,118.53,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,19,2001,18163,313312,17.25,125325,6.9,187987,1353000,74.49,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,14,NA,15978,256127,16.03,116000,7.26,140127,1008000,63.09,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,14,NA,22446,359585,16.02,161813,7.21,197772,1423000,63.4,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,8,2006,8886,208821,23.5,73087,8.22,135734,977001,109.95,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,15,2005,15752,246046,15.62,110721,7.03,135325,973999,61.83,Brooklyn
BRIGHTON BEACH,R2-CONDOMINIUM,10,2004,10951,213873,19.53,74856,6.84,139017,998001,91.13,Brooklyn
BRIGHTON BEACH,R2-CONDOMINIUM,9,2005,11948,233344,19.53,81670,6.84,151674,1088998,91.14,Brooklyn
BRIGHTON BEACH,R2-CONDOMINIUM,12,2004,16777,327655,19.53,136397,8.13,191258,1371000,81.72,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,116,1988,121107,2365220,19.53,984600,8.13,1380620,9895000,81.7,Brooklyn
BRIGHTON BEACH,R9-CONDOMINIUM,97,1929,98694,1374807,13.93,748101,7.58,626706,4509000,45.69,Brooklyn
BRIGHTON BEACH,R9-CONDOMINIUM,122,NA,106627,1194222,11.2,668764,6.27,525458,2860000,26.82,Brooklyn
BRIGHTON BEACH,R9-CONDOMINIUM,83,1937,61980,731984,11.81,380078,6.13,351906,1650000,26.62,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,9,2008,9665,227128,23.5,79495,8.23,147633,1062999,109.98,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,102,2000,74256,1984863,26.73,694702,9.36,1290161,14499991,195.27,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,50,NA,66185,1555348,23.5,637693,9.64,917655,6692998,101.13,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,50,NA,72043,1693011,23.5,694135,9.64,998876,7285003,101.12,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,68,NA,148512,2720740,18.32,1115503,7.51,1605237,11549002,77.76,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,75,2001,146439,2682762,18.32,1287726,8.79,1395036,10037004,68.54,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,70,2002,83058,1951863,23.5,936894,11.28,1014969,7403004,89.13,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,48,NA,65182,1194134,18.32,573184,8.79,620950,4468003,68.55,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,71,NA,96838,2275693,23.5,1024062,10.58,1251631,9128997,94.27,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,108,2005,152181,3576254,23.5,1609314,10.57,1966940,14346001,94.27,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,68,2007,89641,2106564,23.5,863691,9.63,1242873,8949001,99.83,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,112,2002,151508,3560438,23.5,1602197,10.57,1958241,14281997,94.27,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,63,NA,106063,2492481,23.5,1121616,10.57,1370865,9997999,94.26,Brooklyn
BRIGHTON BEACH,R9-CONDOMINIUM,118,1961,133505,1413818,10.59,807705,6.05,606113,3763000,28.19,Brooklyn
BRIGHTON BEACH,R4-CONDOMINIUM,24,2005,26656,427029,16.02,170812,6.41,256217,1835999,68.88,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,12,2004,11523,270791,23.5,111024,9.63,159767,1164997,101.1,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,9,2007,10746,209869,19.53,73454,6.84,136415,1001999,93.24,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,10,2001,14987,274562,18.32,112552,7.51,162010,1166002,77.8,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,5,2005,6845,118350,17.29,60989,8.91,57361,532999,77.87,Brooklyn
SHEEPSHEAD BAY,R4-CONDOMINIUM,12,2001,18590,340569,18.32,163473,8.79,177096,1273996,68.53,Brooklyn
SHEEPSHEAD BAY,R2-CONDOMINIUM,18,2004,37350,573323,15.35,275270,7.37,298053,2046999,54.81,Brooklyn
